WORKBOOK_NAME,PROJECT_NAME,DASHBOARD_NAME,DASHBOARD_PATH,DATASOURCE_NAME,TABLE_NAME
Pipeline Management - Global Qualified Pipeline Progression,Marketing - Global,Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression_16970961466660/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Qualified Pipeline Progression,Marketing - Global,Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression_16970961466660/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Qualified Pipeline Progression,Reports - (Not in testing),Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression_17043716313450/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Qualified Pipeline Progression,Personal Space,Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression_17053356147130/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Qualified Pipeline Progression,Reports - (Not in testing),Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression_17043716313450/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Qualified Pipeline Progression,Personal Space,Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression_17053356147130/PipelineManagement-GlobalQualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Qualified Pipeline Progression,Marketing Dev,Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression/PipelineManagement-GlobalQualifiedPipelineProgression,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Qualified Pipeline Progression,Marketing Dev,Pipeline Management - Global Qualified Pipeline Progression,PipelineManagement-GlobalQualifiedPipelineProgression/PipelineManagement-GlobalQualifiedPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Qualified Pipeline Progression,Reports (Not in Testing),Pipeline Management - Global Qualified Pipeline Progression,UAT-PipelineManagement-GlobalQualifiedPipelineProgression/PipelineManagement-GlobalQualifiedPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Qualified Pipeline Progression,Reports (Not in Testing),Pipeline Management - Global Qualified Pipeline Progression,UAT-PipelineManagement-GlobalQualifiedPipelineProgression/PipelineManagement-GlobalQualifiedPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression,Personal Space,Pipeline Management - Global Suspect Pipeline Progression,,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression,Marketing - Global,Pipeline Management - Global Suspect Pipeline Progression,GlobalSuspectPipelineProgression_16956516332420/PipelineManagement-GlobalSuspectPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression,Marketing - Global,Pipeline Management - Global Suspect Pipeline Progression,GlobalSuspectPipelineProgression_16956516332420/PipelineManagement-GlobalSuspectPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression,Personal Space,Pipeline Management - Global Suspect Pipeline Progression,,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression,Marketing - Global,Pipeline Management - Global Suspect Pipeline Progression,GlobalSuspectPipelineProgression_16956516332420/PipelineManagement-GlobalSuspectPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression_v2023.1,Personal Space,Pipeline Management - Global Suspect Pipeline Progression,,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression_v2023.1,Personal Space,Pipeline Management - Global Suspect Pipeline Progression,,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Suspect Pipeline Progression,Reports (Not in Testing),Pipeline Management - Global Suspect Pipeline Progression,UAT-PipelineManagement-GlobalSuspectPipelineProgression/PipelineManagement-GlobalSuspectPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Suspect Pipeline Progression,Reports (Not in Testing),Pipeline Management - Global Suspect Pipeline Progression,UAT-PipelineManagement-GlobalSuspectPipelineProgression/PipelineManagement-GlobalSuspectPipelineProgression,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Pre-Qualified Pipeline Progression,Reports (Not in Testing),Pipeline Management - My Pre-Qualified Pipeline Progression,UAT-PipelineManagement-MyPre-QualifiedPipelineProgression/PipelineManagement-MyPre-QualifiedPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Pre-Qualified Pipeline Progression,Reports (Not in Testing),Pipeline Management - My Pre-Qualified Pipeline Progression,UAT-PipelineManagement-MyPre-QualifiedPipelineProgression/PipelineManagement-MyPre-QualifiedPipelineProgression,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - My Qualified Pipeline Progression,Marketing,Pipeline Management - My Qualified Pipeline Progression,PipelineManagement-MyQualifiedPipelineProgression_16970310910830/PipelineManagement-MyQualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - My Qualified Pipeline Progression,Marketing,Pipeline Management - My Qualified Pipeline Progression,PipelineManagement-MyQualifiedPipelineProgression_16970310910830/PipelineManagement-MyQualifiedPipelineProgression,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Qualified Pipeline Progression,Marketing Dev,Pipeline Management - My Qualified Pipeline Progression,PipelineManagement-MyQualifiedPipelineProgression/PipelineManagement-MyQualifiedPipelineProgression,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Qualified Pipeline Progression,Marketing Dev,Pipeline Management - My Qualified Pipeline Progression,PipelineManagement-MyQualifiedPipelineProgression/PipelineManagement-MyQualifiedPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Qualified Pipeline Progression ,Reports (Not in Testing),Pipeline Management - My Qualified Pipeline Progression,UAT-PipelineManagement-MyQualifiedPipelineProgression-WithDateRange/PipelineManagement-MyQualifiedPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Qualified Pipeline Progression ,Reports (Not in Testing),Pipeline Management - My Qualified Pipeline Progression,UAT-PipelineManagement-MyQualifiedPipelineProgression-WithDateRange/PipelineManagement-MyQualifiedPipelineProgression,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Suspect Pipeline Progression,Reports (Not in Testing),Pipeline Management - My Suspect Pipeline Progression,UAT-PipelineManagement-MySuspectPipelineProgression/PipelineManagement-MySuspectPipelineProgression,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - My Suspect Pipeline Progression,Reports (Not in Testing),Pipeline Management - My Suspect Pipeline Progression,UAT-PipelineManagement-MySuspectPipelineProgression/PipelineManagement-MySuspectPipelineProgression,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Data Cleanliness Monitoring,Personal Space,Pipeline Qualification,DataCleanlinessMonitoring/PipelineQualification,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Data Cleanliness Monitoring,Personal Space,Pipeline Qualification,DataCleanlinessMonitoring/PipelineQualification,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
PowerPoint Export,RevOps,PowerPoint Export,PowerPointExport/PowerPointExport,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
PowerPoint Export,RevOps,PowerPoint Export,PowerPointExport/PowerPointExport,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
PowerPoint Export (wFilter),RevOps,PowerPoint Export,PowerPointExportwFilter/PowerPointExport,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
PowerPoint Export (wFilter),RevOps,PowerPoint Export,PowerPointExportwFilter/PowerPointExport,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,RevOps,Q4 Americas SPIFF,Q4AmericasSPIFF/Q4AmericasSPIFF,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,Sales,Q4 Americas SPIFF,Q4AmericasSPIFF_17017582951040/Q4AmericasSPIFF,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,RevOps,Q4 Americas SPIFF,Q4AmericasSPIFF/Q4AmericasSPIFF,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,Sales,Q4 Americas SPIFF,Q4AmericasSPIFF_17017582951040/Q4AmericasSPIFF,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,RevOps,Q4 Americas SPIFF,Q4AmericasSPIFF/Q4AmericasSPIFF,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,Sales,Q4 Americas SPIFF,Q4AmericasSPIFF_17017582951040/Q4AmericasSPIFF,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF (BETA),RevOps,Q4 Americas SPIFF,Q4AmericasSPIFFBETA/Q4AmericasSPIFF,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF (BETA),RevOps,Q4 Americas SPIFF,Q4AmericasSPIFFBETA/Q4AmericasSPIFF,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF (BETA),RevOps,Q4 Americas SPIFF,Q4AmericasSPIFFBETA/Q4AmericasSPIFF,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,Sales,Q4 Americas SPIFF (Totals),,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF,Sales,Q4 Americas SPIFF (Totals),,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF (BETA),RevOps,Q4 Americas SPIFF (Totals),,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q4 Americas SPIFF (BETA),RevOps,Q4 Americas SPIFF (Totals),,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
RFP Activity,RFP,RFP Activity,RFPActivity_16969492573680/RFPActivity,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
RFP Activity,RFP,RFP Activity,RFPActivity_16969492573680/RFPActivity,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - RFP Activity,Reports - (Not in testing),RFP Activity,RFPActivity/RFPActivity,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - RFP Activity,Reports - (Not in testing),RFP Activity,RFPActivity/RFPActivity,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Renewal Export for DOD,RevOps,Renewals Export for DOD,RenewalExportforDOD/RenewalsExportforDOD,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Renewal Export for DOD,RevOps,Renewals Export for DOD,RenewalExportforDOD/RenewalsExportforDOD,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Reportees Detail,Sales Dev,Reportees Detail,ReporteesDetail/ReporteesDetail,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Reportees Detail,Sales Dev,Reportees Detail,ReporteesDetail/ReporteesDetail,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Sales Flash Report– Start of Week - Distribution Only,Distribution & Alert,Sales Flash Report– Start of Week,SalesFlashReportStartofWeek/SalesFlashReportStartofWeek,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Sales Flash Report– Start of Week - Distribution Only,Distribution & Alert,Sales Flash Report– Start of Week,SalesFlashReportStartofWeek/SalesFlashReportStartofWeek,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Sales Flash Report– Start of Week,Sales UAT,Sales Flash Report– Start of Week,SalesFlash1/SalesFlash1,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Sales Flash Report– Start of Week,Sales UAT,Sales Flash Report– Start of Week,SalesFlash1/SalesFlash1,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q1-Q2 Suspect & Competing Totals,Personal Space,Suspect and Competing Pipeline,Q1-Q2SuspectCompetingTotals/SuspectandCompetingPipeline,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Q1-Q2 Suspect & Competing Totals,Personal Space,Suspect and Competing Pipeline,Q1-Q2SuspectCompetingTotals/SuspectandCompetingPipeline,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Suspect & Competing (Steve's),Personal Space,Suspect and Competing Pipeline,SuspectCompetingSteves/SuspectandCompetingPipeline,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Suspect & Competing (Steve's),Personal Space,Suspect and Competing Pipeline,SuspectCompetingSteves/SuspectandCompetingPipeline,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,TLAs Attachments,TLASDashboard_22Sept/TLAsAttachments,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,TLAs Attachments,TLASDashboard_22Sept/TLAsAttachments,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,TLAs Attachments By Sales Organizations,TLASDashboard_22Sept/TLAsAttachmentsBySalesOrganizations,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,TLAs Attachments By Sales Organizations,TLASDashboard_22Sept/TLAsAttachmentsBySalesOrganizations,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,TLAs Attachments by Rep & Stage,TLASDashboard_22Sept/TLAsAttachmentsbyRepStage,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
TLAS Dashboard_22 Sept,Sales Dev,TLAs Attachments by Rep & Stage,TLASDashboard_22Sept/TLAsAttachmentsbyRepStage,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - TLAS Dashboard,Reports - (Not in testing),TLAs Attachments by Rep & Stage,TLASDashboard_Redesign/TLAsAttachmentsbyRepStage,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - TLAS Dashboard,Reports - (Not in testing),TLAs Attachments by Rep & Stage,TLASDashboard_Redesign/TLAsAttachmentsbyRepStage,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
GC Test,RevOps,Team Info,GCTest/TeamInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
GC Test,RevOps,Team Info,GCTest/TeamInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Incremental Forecast v1,RevOps,Team Info,IncrementalForecastv1/TeamInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Incremental Forecast v1,RevOps,Team Info,IncrementalForecastv1/TeamInfo,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Partnerships Extract for Guy,RevOps,Team Info,,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Partnerships Extract for Guy,RevOps,Team Info,,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Top Deals  ,PipelinePrioritization/TopDeals,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Prioritization,Marketing  Internal Use Only,Top Deals  ,PipelinePrioritization/TopDeals,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression,Personal Space,"Volume, Velocity & Conversion Cohort",,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression,Personal Space,"Volume, Velocity & Conversion Cohort",,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression_v2023.1,Personal Space,"Volume, Velocity & Conversion Cohort",,Opportunity - Order Data Source | Project : Sales Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
Pipeline Management - Global Suspect Pipeline Progression_v2023.1,Personal Space,"Volume, Velocity & Conversion Cohort",,Opportunity - Order Data Source,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Suspect Pipeline Progression,Reports (Not in Testing),"Volume, Velocity & Conversion Cohort",UAT-PipelineManagement-GlobalSuspectPipelineProgression/VolumeVelocityConversionCohort,UAT - Opportunity - Order Datasource,VIEW_FACT_RFP_TEAM_REQUEST_DS
UAT - Pipeline Management - Global Suspect Pipeline Progression,Reports (Not in Testing),"Volume, Velocity & Conversion Cohort",UAT-PipelineManagement-GlobalSuspectPipelineProgression/VolumeVelocityConversionCohort,UAT - Opportunity - Order Datasource | Project : Sales UAT  - Data Sources,VIEW_FACT_RFP_TEAM_REQUEST_DS
